"_id",art_title,error,tool_name,tool_price,tool_star,url,part number,item weight,product dimensions,item model number,item package quantity,number of pieces,measurement system,included components,batteries included?,batteries required?,package dimensions,warranty description,size,number of handles,california residents,color,brand,manufacturer part number,oem part number,usage,style,material,certification,power source,batteries,voltage,torque,plug format,battery cell type,model,folding,head style,wattage,special features,pattern,national stock number,discontinued by manufacturer,assembled diameter,finish,handle material,cover included,shape,installation method,thickness,cutting diameter,blade length,type of bulb,vehicle service type,handle/lever placement,grit description,exterior,capacity description,tool tip description,accessory connection type,horsepower
5b6a8a859fc5af34f8f3f65b,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg227_2?ie=UTF8&adId=A06482181SBZFQ2OKIX0X&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Brick-Chipping-Hammer-16oz%2Fdp%2FB075ZVJSRL%2Fref%3Dsr_1_5426_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053348%26sr%3D1-5426-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053347&id=1799898663277942&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f65c,Elora 1690000306000 dia 30mm Dead-blow nylon soft faced hammer,1,ELORA,,,https://www.amazon.com/Elora-1690000306000-Dead-blow-nylon-hammer/dp/B003QO7BAE/ref=sr_1_5427/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5427&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f65d,,1,,,,https://www.amazon.com/Halder-3008-050-Simplex-Soft-Face-Hammer/dp/B0024SXP3K/ref=sr_1_5428/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5428&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f65e,,1,,,,https://www.amazon.com/Picard-0007701-600-Masons-hammer-pattern/dp/B0002YZN4M/ref=sr_1_5429/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5429&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f65f,,1,,,,https://www.amazon.com/Hammer-Professional-Carpentry-Purpose-Hickory/dp/B00AG5CO8A/ref=sr_1_5430/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5430&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f660,,1,,,,https://www.amazon.com/8OZ-SMALL-METAL-CLAW-HAMMER/dp/B008LUNUXK/ref=sr_1_5431/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5431&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f661,Foot Soldier's War Hammer Head,1,Windlass Steelcrafts,,,https://www.amazon.com/Foot-Soldiers-War-Hammer-Head/dp/B006OAXT1W/ref=sr_1_5432/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5432&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f662,Shingling Hammer with Hickory Handle,1,Solidtools,,,https://www.amazon.com/Shingling-Hammer-with-Hickory-Handle/dp/B004FSX5JQ/ref=sr_1_5433/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5433&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f663,,1,,,,https://www.amazon.com/Armstrong-69-446-12-Ounce-Hammer-Hickory/dp/B00375D3J0/ref=sr_1_5434/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5434&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f664,,1,,,,https://www.amazon.com/Stanley-Proto-J1440G-Cross-Pein-Hammer/dp/B001HW6V62/ref=sr_1_5435/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5435&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f665,,1,,,,https://www.amazon.com/Hand-SKT8500-2-Fiberglass-Hammer-Replacement/dp/B000TRR1BA/ref=sr_1_5436/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5436&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f666,,1,,,,https://www.amazon.com/Blackhawk-Proto-HT-1007-1-Hammer-24-Ounce/dp/B000LDNV5M/ref=sr_1_5437/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5437&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f667,,1,,,,https://www.amazon.com/11420-Ounce-Premium-Fiberglass-Hammer/dp/B0000BYEOE/ref=sr_1_5438/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5438&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f668,,1,,,,https://www.amazon.com/Virtuous-Survival-Tactical-Stainless-Tomahawk/dp/B01482MYZ4/ref=sr_1_5439/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5439&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f669,30mm Rubber & Nylon Mallet Fibre Handle Jewellers Hammer Window Glazing,1,AB Tools-Toolzone,,,https://www.amazon.com/Rubber-Mallet-Handle-Jewellers-Glazing/dp/B07B4J94XZ/ref=sr_1_5440/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5440&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a859fc5af34f8f3f66a,SIQIAN Mini Multifunction Multi-tool Pliers Stainless Steel Hammer Wrench Pliers Saw Blade Knife Tools Outdoor Tortoise Scarab (1pack),1,Siqian,,,https://www.amazon.com/Multifunction-Multi-tool-Stainless-Outdoor-Tortoise/dp/B074MPHBCZ/ref=sr_1_5441/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5441&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f66b,Builders Series Framing Hammers - 62826 25oz larger face framing hammer str,1,Estwing,,,https://www.amazon.com/Builders-Framing-Hammers-larger-framing/dp/B004HM5E0S/ref=sr_1_5442/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5442&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f66c,,1,,,,https://www.amazon.com/Vaughan-Bushnell-BJ11-Bowjak-Straightener/dp/B000CER1ME/ref=sr_1_5443/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5443&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f66d,,1,,,,https://www.amazon.com/Isolate-Sorbothane-Soft-blow-Automotive-Cabinetry/dp/B002SRS86Q/ref=sr_1_5444/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5444&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f66e,,1,,,,https://www.amazon.com/Centro-Hammer-1-5KG-Wooden-handle/dp/B07B5BQMJ3/ref=sr_1_5445/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5445&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f66f,,1,,,,https://www.amazon.com/Stanley-Curved-Hammer-Fibreglass-Shaft570G/dp/B003UGO2JG/ref=sr_1_5446/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5446&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f670,,1,,,,https://www.amazon.com/Hammer-Holder-Steel-Loop/dp/B000AYJ16K/ref=sr_1_5447/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5447&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f671,,1,,,,https://www.amazon.com/Custom-Personalized-Handle-Ripping-Hammer/dp/B079HN7158/ref=sr_1_5448/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5448&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f672,"Stanley 1-54-022 Brick Hammer""Antivibe"", Black/Silver",1,Stanley,,,https://www.amazon.com/Stanley-1-54-022-Hammer-Antivibe-Silver/dp/B000X29ENO/ref=sr_1_5449/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5449&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f673,,1,,,,https://www.amazon.com/Quick-Change-Multi-Head-Hammer/dp/B00B1035SC/ref=sr_1_5450/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053348&sr=1-5450&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f674,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg227_2?ie=UTF8&adId=A10089613TN9NRKT7JO9Z&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Hammer-Tubular-Steel-Handle%2Fdp%2FB075ZSXNR7%2Fref%3Dsr_1_5451_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053348%26sr%3D1-5451-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053347&id=1799898663277942&widgetName=sp_btf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f675,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg227_1?ie=UTF8&adId=A03292752RM0GDEYOGOLK&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Hammer-Fibreglass-handle-Drilling%2Fdp%2FB075ZWG834%2Fref%3Dsr_1_5452_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053348%26sr%3D1-5452-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053347&id=1799898663277942&widgetName=sp_btf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f676,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529053348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f677,Kosma Claw Hammer 20oz With Hickory Wood Handle,1,Kosma,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg228_1?ie=UTF8&adId=A054338330L9NIB2TBT97&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Claw-Hammer-Hickory-Handle%2Fdp%2FB075ZSWWY9%2Fref%3Dsr_1_5449_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053355%26sr%3D1-5449-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053354&id=5492070073355691&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f678,Kosma Claw Hammer Tubular Steel Handle - 20 oz,1,Kosma,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg228_2?ie=UTF8&adId=A00688471AOLU8SCGPYU1&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Hammer-Tubular-Steel-Handle%2Fdp%2FB075ZSYHLK%2Fref%3Dsr_1_5450_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053355%26sr%3D1-5450-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053354&id=5492070073355691&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f679,,1,,,,https://www.amazon.com/Custom-Personalized-Handle-Ripping-Hammer/dp/B079HN7158/ref=sr_1_5451/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5451&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f67a,,1,,,,https://www.amazon.com/Stanley-1-54-022-Hammer-Antivibe-Silver/dp/B000X29ENO/ref=sr_1_5452/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5452&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f67b,,1,,,,https://www.amazon.com/Quick-Change-Multi-Head-Hammer/dp/B00B1035SC/ref=sr_1_5453/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5453&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f67c,,1,,,,https://www.amazon.com/AURNEW-Safety-Breaker-Seatbelt-Disaster/dp/B07D75GTHK/ref=sr_1_5454/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5454&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a869fc5af34f8f3f67d,"Mechanic's Tool Set. This 903pc Ultimate Professional Mts Includes: Fast-turning Ratchets And Wrenches, Sockets, Extension Bar, Universal Joints, Bit Driver, Screwdriver Bits, Claw Hammer.",1,Mechanics-Tool-Kit,,,https://www.amazon.com/Mechanics-Tool-903pc-Ultimate-Professional/dp/B078BL2P3D/ref=sr_1_5455/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5455&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f67e,"Nupla 15291 Vinyl Supersoft Non-Sparking Quick-Change Hammer Tip, 3"" Diameter, Grey",1,Nupla,,,https://www.amazon.com/Nupla-Supersoft-Non-Sparking-Quick-Change-Diameter/dp/B004UMCUX4/ref=sr_1_5456/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5456&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f67f,,1,,,,https://www.amazon.com/Williams-HPD-4-Pound-Power-Hammer/dp/B001DNVV5Q/ref=sr_1_5457/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5457&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f680,"Replacement Nylon Head, 1 In Dia.1/bg (ham22) - RH22",1,Beadsmith,,,https://www.amazon.com/Replacement-Nylon-Head-Dia-1-ham22/dp/B0163BW7IM/ref=sr_1_5458/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5458&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f681,Jikkolumlukka Slide Hammer & Dent Puller | 13pc Set Heavy Duty 5lb Auto Body Repair Shop,1,Jikkolumlukka,,,https://www.amazon.com/Jikkolumlukka-Slide-Hammer-Puller-Repair/dp/B07CSYPTML/ref=sr_1_5459/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5459&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f682,"Hammer Faces, 2 3/4 in, Rawhide (6 Pairs)",1,Garland,,,https://www.amazon.com/Garland-Hammer-Faces-Rawhide-Pairs/dp/B07CG63T9W/ref=sr_1_5460/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5460&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f683,,1,,,,https://www.amazon.com/Kids-Toy-Instruments-Wooden-Maracas/dp/B07C3SWLPK/ref=sr_1_5461/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5461&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f684,,1,,,,https://www.amazon.com/Multifunction-Multitool-Survival-Portable-Screwdriver/dp/B07B9WJDV8/ref=sr_1_5462/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5462&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f685,,1,,,,https://www.amazon.com/Fundamental-Rockhound-Products-Rockhounds-Prospectors/dp/B077X6YR8M/ref=sr_1_5463/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5463&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f686,,1,,,,https://www.amazon.com/Flatland-Forge-Cross-Pein-Hammer/dp/B075LX3N8K/ref=sr_1_5464/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5464&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f687,GRACE USA BH-80 Brass 80oz Sledge Engineer Machinist Mechanic Hammer DLB Face Brass / Brass,1,Grace USA,,,https://www.amazon.com/USA-Sledge-Engineer-Machinist-Mechanic/dp/B07B3SVM53/ref=sr_1_5465/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5465&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f688,,1,,,,https://www.amazon.com/Hammer-Magnetic-Toucan-City-Measure/dp/B07B2WCTX6/ref=sr_1_5466/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5466&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f689,,1,,,,https://www.amazon.com/AISme-Keychain-Hammer-Engraved-Keyring/dp/B0792VKY7X/ref=sr_1_5467/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5467&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f68a,,1,,,,https://www.amazon.com/Picard-0007500-600-Masons-Rhineland-pattern/dp/B000VD1XDO/ref=sr_1_5468/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5468&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a879fc5af34f8f3f68b,,1,,,,https://www.amazon.com/Jackson-Double-Sledge-Hammers-Hickory/dp/B079TDKGS5/ref=sr_1_5469/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5469&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f68c,"Jackson Double Faced Sledge Hammers, 4 lb, Classic Handle (8 Pack)",1,"""Ames""",,,https://www.amazon.com/Jackson-Double-Sledge-Hammers-Classic/dp/B079SDGMHN/ref=sr_1_5470/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5470&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f68d,,1,,,,https://www.amazon.com/Gasoline-railway-engineering-gasoline-spanner/dp/B06XGYFD31/ref=sr_1_5471/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5471&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f68e,"Personalized Hammer for Dad, Daddy I Love Building Memories With You Forever Bithday Gifts Fathers Day Presents Gift Ideas for Dad",1,Larmai,,,https://www.amazon.com/Personalized-Building-Memories-Forever-Presents/dp/B06XG3ND33/ref=sr_1_5472/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5472&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f68f,,1,,,,https://www.amazon.com/Mothers-Pretty-Floral-Flower-piece/dp/B01N4GIQJO/ref=sr_1_5473/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5473&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f690,,1,,,,https://www.amazon.com/Heavy-Variable-Speed-Rotary-Hammer/dp/B01M0JJ0UX/ref=sr_1_5474/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053355&sr=1-5474&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f691,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg228_2?ie=UTF8&adId=A09485831E53IZ0Y7URW6&url=https%3A%2F%2Fwww.amazon.com%2FTopBuilt-Ounce-Hammer-Fiberglass-Handle%2Fdp%2FB072FNWRQG%2Fref%3Dsr_1_5475_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053355%26sr%3D1-5475-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053354&id=5492070073355691&widgetName=sp_btf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f692,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg228_1?ie=UTF8&adId=A0882311QYH4A4MI0PM6&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Sledge-Hammer-Double-Face%2Fdp%2FB075ZTRFGQ%2Fref%3Dsr_1_5476_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053355%26sr%3D1-5476-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053354&id=5492070073355691&widgetName=sp_btf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f693,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529053355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f694,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg229_1?ie=UTF8&adId=A04668972JCG0WC4Z127I&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Claw-Hammer-Hickory-Handle%2Fdp%2FB075ZSQ1MP%2Fref%3Dsr_1_5473_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053361%26sr%3D1-5473-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053361&id=3106950469158656&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f695,,1,,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg229_2?ie=UTF8&adId=A06257942XWJXKPV6BKWU&url=https%3A%2F%2Fwww.amazon.com%2FKosma-Sledge-Hammer-Double-Face%2Fdp%2FB075ZT173N%2Fref%3Dsr_1_5474_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529053361%26sr%3D1-5474-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529053361&id=3106950469158656&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8a889fc5af34f8f3f696,,1,,,,https://www.amazon.com/DA70510-Klenk-Tinners-Hammer-Tools/dp/B01LYSWAI8/ref=sr_1_5475/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053361&sr=1-5475&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
